date,open,high,low,close,adj_close,volume,dividends,stock_splits
2024-08-20,267.000000,268.040009,265.779999,268.040009,264.058960,6803600,0.000000,0.000000
2024-08-21,268.559998,269.269989,267.390015,268.200012,264.216583,6639700,0.000000,0.000000
2024-08-22,268.940002,269.500000,266.570007,267.940002,263.960449,4425200,0.000000,0.000000
2024-08-23,268.700012,269.209991,265.309998,267.440002,263.467865,3697400,0.000000,0.000000
2024-08-26,267.720001,270.369995,267.670013,268.209991,264.226410,4612200,0.000000,0.000000
2024-08-27,268.519989,270.950012,267.890015,270.720001,266.699158,6594100,0.000000,0.000000
2024-08-28,271.160004,271.980011,267.670013,269.190002,265.191925,5455100,0.000000,0.000000
2024-08-29,270.980011,275.989990,270.450012,274.320007,270.245697,5565100,0.000000,0.000000
2024-08-30,275.000000,276.989990,274.260010,276.369995,272.265228,6296100,0.000000,0.000000
2024-09-03,276.369995,282.089996,276.369995,278.540009,274.402954,7278300,0.000000,0.000000
2024-09-04,278.709991,281.649994,278.700012,280.489990,276.324036,6107500,0.000000,0.000000
2024-09-05,281.000000,281.500000,277.410004,278.619995,274.481781,6447400,0.000000,0.000000
2024-09-06,277.769989,280.279999,277.429993,279.369995,275.220642,7187700,0.000000,0.000000
2024-09-09,282.089996,286.970001,281.649994,285.609985,281.367981,10933900,0.000000,0.000000
2024-09-10,285.929993,286.399994,283.570007,285.339996,281.102051,5314400,0.000000,0.000000
2024-09-11,285.019989,285.170013,278.299988,283.959991,279.742462,6281800,0.000000,0.000000
2024-09-12,284.000000,286.000000,281.470001,285.369995,281.131592,4160800,0.000000,0.000000
2024-09-13,286.489990,288.739990,285.549988,287.350006,283.082153,4987600,0.000000,0.000000
2024-09-16,288.049988,290.899994,287.739990,290.480011,286.165710,4458900,0.000000,0.000000
2024-09-17,290.899994,293.070007,290.079987,291.559998,287.229645,5135700,0.000000,0.000000
2024-09-18,291.839996,292.019989,288.130005,288.480011,284.195374,5890000,0.000000,0.000000
2024-09-19,291.089996,291.480011,282.869995,285.239990,281.003479,10382100,0.000000,0.000000
2024-09-20,285.500000,287.000000,283.250000,284.769989,280.540466,27810900,0.000000,0.000000
2024-09-23,284.899994,288.880005,284.619995,288.630005,284.343140,6505600,0.000000,0.000000
2024-09-24,280.179993,281.000000,272.709991,272.779999,268.728577,13690200,0.000000,0.000000
2024-09-25,274.190002,274.250000,268.230011,269.630005,265.625366,11671300,0.000000,0.000000
2024-09-26,270.500000,273.239990,270.000000,271.690002,267.654724,9552500,0.000000,0.000000
2024-09-27,273.160004,277.980011,272.779999,275.170013,271.083038,6509600,0.000000,0.000000
2024-09-30,275.000000,275.690002,273.200012,274.950012,270.866302,5969900,0.000000,0.000000
2024-10-01,276.970001,279.059998,274.359985,277.600006,273.477020,5781600,0.000000,0.000000
2024-10-02,276.570007,277.640015,275.369995,277.000000,272.885864,4741600,0.000000,0.000000
2024-10-03,276.670013,277.690002,275.839996,276.859985,272.747955,3036700,0.000000,0.000000
2024-10-04,277.350006,278.440002,275.100006,277.929993,273.802032,4259300,0.000000,0.000000
2024-10-07,277.600006,277.619995,273.239990,273.790009,269.723572,4339300,0.000000,0.000000
2024-10-08,274.709991,276.100006,274.010010,274.959991,270.876190,4370900,0.000000,0.000000
2024-10-09,275.000000,277.489990,274.420013,276.929993,272.816925,4115800,0.000000,0.000000
2024-10-10,276.779999,277.670013,275.350006,277.470001,273.348907,4063900,0.000000,0.000000
2024-10-11,276.040009,278.799988,275.369995,277.839996,273.713348,4746300,0.000000,0.000000
2024-10-14,279.079987,281.369995,277.989990,280.679993,276.511169,3996600,0.000000,0.000000
2024-10-15,281.000000,282.640015,278.829987,279.290009,275.141876,5807000,0.000000,0.000000
2024-10-16,278.619995,287.600006,278.350006,287.519989,283.249634,9442700,0.000000,0.000000
2024-10-17,288.570007,290.929993,287.609985,290.390015,286.076996,8815800,0.000000,0.000000
2024-10-18,289.920013,291.040009,288.079987,290.619995,286.303558,5350900,0.000000,0.000000
2024-10-21,289.600006,290.440002,286.329987,286.850006,282.589569,6313100,0.000000,0.000000
2024-10-22,285.049988,286.529999,283.529999,284.790009,280.560181,5736500,0.000000,0.000000
2024-10-23,286.040009,286.059998,283.529999,283.760010,279.545471,5249300,0.000000,0.000000
2024-10-24,282.390015,283.619995,281.730011,283.220001,279.013519,4679900,0.000000,0.000000
2024-10-25,284.000000,285.089996,280.779999,281.730011,277.545624,4464600,0.000000,0.000000
2024-10-28,282.040009,284.640015,281.529999,284.190002,279.969086,4306200,0.000000,0.000000
2024-10-29,284.269989,285.700012,281.350006,281.880005,277.693390,7534800,0.000000,0.000000
2024-10-30,292.339996,295.779999,288.329987,290.160004,285.850433,9606800,0.000000,0.000000
2024-10-31,292.089996,296.339996,289.619995,289.850006,285.545013,7950200,0.000000,0.000000
2024-11-01,288.489990,292.670013,287.190002,290.739990,286.421814,5470700,0.000000,0.000000
2024-11-04,291.549988,293.149994,290.760010,291.850006,287.515289,4281600,0.000000,0.000000
2024-11-05,291.709991,294.779999,291.579987,293.290009,288.933960,3753700,0.000000,0.000000
2024-11-06,306.320007,309.000000,302.820007,307.399994,302.834381,10320500,0.000000,0.000000
2024-11-07,307.500000,307.630005,304.420013,305.799988,301.258118,6237300,0.000000,0.000000
2024-11-08,306.890015,311.149994,305.690002,307.869995,303.297394,6240600,0.000000,0.000000
2024-11-11,310.089996,312.440002,309.299988,310.920013,306.302094,4674100,0.000000,0.000000
2024-11-12,309.040009,310.549988,308.109985,309.850006,305.828308,4616400,0.590000,0.000000
2024-11-13,309.489990,310.950012,307.839996,309.480011,305.463135,4046400,0.000000,0.000000
2024-11-14,309.299988,311.290009,307.829987,308.250000,304.249084,4415800,0.000000,0.000000
2024-11-15,307.559998,310.720001,306.660004,309.640015,305.621063,5106300,0.000000,0.000000
2024-11-18,309.480011,312.410004,308.700012,312.160004,308.108337,4585600,0.000000,0.000000
2024-11-19,310.000000,312.230011,308.510010,311.850006,307.802368,4885500,0.000000,0.000000
2024-11-20,311.859985,312.290009,306.220001,307.390015,303.400238,6349900,0.000000,0.000000
2024-11-21,307.299988,310.920013,306.649994,309.899994,305.877686,5757100,0.000000,0.000000
2024-11-22,307.970001,311.589996,307.899994,309.920013,305.897461,5919200,0.000000,0.000000
2024-11-25,311.859985,313.660004,309.859985,313.190002,309.124939,14189300,0.000000,0.000000
2024-11-26,314.200012,314.500000,311.540009,311.820007,307.772736,7071500,0.000000,0.000000
2024-11-27,310.769989,316.369995,309.489990,314.700012,310.615387,5204300,0.000000,0.000000
2024-11-29,314.290009,316.250000,313.700012,315.079987,310.990448,3853300,0.000000,0.000000
2024-12-02,316.899994,317.420013,313.709991,316.649994,312.540100,5597500,0.000000,0.000000
2024-12-03,317.100006,317.320007,312.769989,313.010010,308.947327,5009900,0.000000,0.000000
2024-12-04,312.420013,312.850006,308.799988,309.899994,305.877686,5981800,0.000000,0.000000
2024-12-05,309.980011,311.089996,308.829987,309.079987,305.068298,5200100,0.000000,0.000000
2024-12-06,308.869995,312.559998,308.799988,311.010010,306.973297,4302700,0.000000,0.000000
2024-12-09,311.829987,313.010010,307.640015,308.299988,304.298492,5785300,0.000000,0.000000
2024-12-10,307.359985,312.980011,306.640015,312.380005,308.325500,4539500,0.000000,0.000000
2024-12-11,313.040009,315.549988,311.209991,313.790009,309.717194,4321800,0.000000,0.000000
2024-12-12,314.820007,315.549988,313.429993,314.230011,310.151459,3218500,0.000000,0.000000
2024-12-13,315.829987,316.950012,314.339996,314.739990,310.654816,4682200,0.000000,0.000000
2024-12-16,314.739990,317.559998,314.100006,315.890015,311.789917,6562500,0.000000,0.000000
2024-12-17,315.820007,318.839996,315.140015,318.299988,314.168640,8843900,0.000000,0.000000
2024-12-18,318.500000,321.619995,309.559998,309.779999,305.759247,10479200,0.000000,0.000000
