date,open,high,low,close,adj_close,volume,dividends,stock_splits
2024-08-20,148.910004,150.149994,143.500000,144.220001,144.220001,8658200,0.000000,0.000000
2024-08-21,145.500000,148.149994,143.820007,145.929993,145.929993,6608600,0.000000,0.000000
2024-08-22,146.029999,151.100006,145.800003,147.190002,147.190002,7350800,0.000000,0.000000
2024-08-23,145.279999,145.279999,138.139999,139.869995,139.869995,17101600,0.000000,0.000000
2024-08-26,110.199997,111.669998,95.860001,100.000000,100.000000,103174600,0.000000,0.000000
2024-08-27,99.989998,102.029999,95.480003,95.910004,95.910004,40784000,0.000000,0.000000
2024-08-28,95.500000,96.040001,88.010002,89.169998,89.169998,53162900,0.000000,0.000000
2024-08-29,92.650002,94.879997,91.699997,93.419998,93.419998,26038600,0.000000,0.000000
2024-08-30,96.620003,97.129997,93.900002,96.110001,96.110001,32972200,0.000000,0.000000
2024-09-03,94.989998,98.339996,94.250000,97.750000,97.750000,16417500,0.000000,0.000000
2024-09-04,97.970001,98.750000,91.970001,92.750000,92.750000,17083600,0.000000,0.000000
2024-09-05,92.180000,93.080002,90.160004,92.680000,92.680000,12026700,0.000000,0.000000
2024-09-06,92.849998,94.879997,92.339996,93.300003,93.300003,9550200,0.000000,0.000000
2024-09-09,92.279999,92.919998,90.199997,92.459999,92.459999,7686200,0.000000,0.000000
2024-09-10,93.010002,94.709999,92.019997,93.059998,93.059998,7541300,0.000000,0.000000
2024-09-11,92.660004,95.790001,91.980003,95.279999,95.279999,9058500,0.000000,0.000000
2024-09-12,95.570000,99.139999,95.360001,97.330002,97.330002,14248800,0.000000,0.000000
2024-09-13,91.199997,96.389999,91.190002,94.989998,94.989998,16292400,0.000000,0.000000
2024-09-16,94.650002,97.379997,93.989998,97.199997,97.199997,8832500,0.000000,0.000000
2024-09-17,97.419998,99.410004,97.419998,98.379997,98.379997,6065400,0.000000,0.000000
2024-09-18,98.290001,99.180000,97.940002,98.230003,98.230003,5229200,0.000000,0.000000
2024-09-19,101.900002,102.000000,98.500000,99.980003,99.980003,10418600,0.000000,0.000000
2024-09-20,100.230003,101.040001,98.709999,99.900002,99.900002,9003400,0.000000,0.000000
2024-09-23,100.860001,102.970001,100.440002,102.300003,102.300003,8096200,0.000000,0.000000
2024-09-24,108.309998,114.669998,107.599998,113.800003,113.800003,30097900,0.000000,0.000000
2024-09-25,110.919998,114.110001,110.449997,113.940002,113.940002,12175000,0.000000,0.000000
2024-09-26,127.559998,131.880005,123.120003,129.399994,129.399994,49589800,0.000000,0.000000
2024-09-27,134.110001,138.960007,132.139999,135.380005,135.380005,37285500,0.000000,0.000000
2024-09-30,141.899994,142.990005,133.229996,134.809998,134.809998,33992100,0.000000,0.000000
2024-10-01,134.220001,145.990005,133.710007,145.639999,145.639999,24353800,0.000000,0.000000
2024-10-02,153.570007,155.000000,147.520004,152.710007,152.710007,35954200,0.000000,0.000000
2024-10-03,147.000000,154.210007,146.899994,152.619995,152.619995,18784000,0.000000,0.000000
2024-10-04,153.479996,155.669998,150.679993,154.270004,154.270004,21043000,0.000000,0.000000
2024-10-07,154.479996,155.380005,148.240005,153.089996,153.089996,23821200,0.000000,0.000000
2024-10-08,144.089996,145.710007,140.270004,144.860001,144.860001,25069300,0.000000,0.000000
2024-10-09,139.979996,143.300003,139.800003,141.470001,141.470001,13931700,0.000000,0.000000
2024-10-10,142.199997,143.029999,138.100006,141.580002,141.580002,9970700,0.000000,0.000000
2024-10-11,139.259995,145.369995,138.389999,144.759995,144.759995,8989100,0.000000,0.000000
2024-10-14,140.539993,142.389999,134.990005,136.029999,136.029999,17579300,0.000000,0.000000
2024-10-15,131.059998,132.289993,127.430000,128.210007,128.210007,18462400,0.000000,0.000000
2024-10-16,129.179993,129.190002,126.809998,127.400002,127.400002,8509900,0.000000,0.000000
2024-10-17,124.889999,124.889999,122.320000,123.629997,123.629997,10189900,0.000000,0.000000
2024-10-18,128.320007,128.600006,123.959999,124.620003,124.620003,11898500,0.000000,0.000000
2024-10-21,122.870003,126.419998,122.519997,124.860001,124.860001,5679800,0.000000,0.000000
2024-10-22,128.220001,135.259995,127.029999,128.509995,128.509995,16078900,0.000000,0.000000
2024-10-23,129.289993,129.419998,121.410004,122.339996,122.339996,11926600,0.000000,0.000000
2024-10-24,122.360001,122.690002,120.910004,121.379997,121.379997,5039500,0.000000,0.000000
2024-10-25,122.750000,124.050003,121.110001,122.470001,122.470001,6738500,0.000000,0.000000
2024-10-28,123.769997,127.190002,123.190002,125.790001,125.790001,7286500,0.000000,0.000000
2024-10-29,126.699997,127.360001,124.519997,125.250000,125.250000,4803100,0.000000,0.000000
2024-10-30,122.110001,122.790001,119.449997,120.870003,120.870003,9596900,0.000000,0.000000
2024-10-31,119.269997,121.169998,117.800003,120.589996,120.589996,7390200,0.000000,0.000000
2024-11-01,120.000000,121.800003,119.720001,120.559998,120.559998,3729800,0.000000,0.000000
2024-11-04,121.000000,123.290001,120.059998,122.320000,122.320000,5301300,0.000000,0.000000
2024-11-05,124.639999,125.900002,121.110001,122.150002,122.150002,6005100,0.000000,0.000000
2024-11-06,116.750000,122.129997,115.860001,120.570000,120.570000,9902400,0.000000,0.000000
2024-11-07,125.160004,127.269997,123.500000,125.870003,125.870003,10081500,0.000000,0.000000
2024-11-08,121.760002,121.879997,116.500000,117.809998,117.809998,15150300,0.000000,0.000000
2024-11-11,118.089996,118.139999,115.220001,117.150002,117.150002,9293900,0.000000,0.000000
2024-11-12,114.180000,114.449997,111.360001,113.800003,113.800003,9335800,0.000000,0.000000
2024-11-13,114.930000,115.940002,112.300003,113.410004,113.410004,4704700,0.000000,0.000000
2024-11-14,111.220001,112.760002,110.010002,112.330002,112.330002,7352700,0.000000,0.000000
2024-11-15,114.449997,114.660004,112.699997,114.000000,114.000000,8874000,0.000000,0.000000
2024-11-18,116.470001,118.029999,114.480003,117.309998,117.309998,9286800,0.000000,0.000000
2024-11-19,116.500000,118.080002,116.050003,117.680000,117.680000,7499600,0.000000,0.000000
2024-11-20,117.500000,117.620003,113.470001,116.489998,116.489998,13305500,0.000000,0.000000
2024-11-21,104.430000,110.139999,103.949997,104.089996,104.089996,33970400,0.000000,0.000000
2024-11-22,102.099998,102.989998,98.260002,100.070000,100.070000,21499700,0.000000,0.000000
2024-11-25,99.050003,100.750000,96.910004,100.690002,100.690002,11261800,0.000000,0.000000
2024-11-26,101.199997,101.320000,98.849998,99.309998,99.309998,7430300,0.000000,0.000000
2024-11-27,101.900002,101.900002,98.779999,98.800003,98.800003,9343900,0.000000,0.000000
2024-11-29,98.120003,98.480003,95.860001,96.559998,96.559998,9806500,0.000000,0.000000
2024-12-02,96.879997,99.169998,96.519997,98.980003,98.980003,10655700,0.000000,0.000000
2024-12-03,99.889999,100.089996,98.120003,98.449997,98.449997,9750000,0.000000,0.000000
2024-12-04,98.010002,98.779999,96.639999,98.709999,98.709999,10369700,0.000000,0.000000
2024-12-05,98.059998,99.730003,97.070000,99.000000,99.000000,8566800,0.000000,0.000000
2024-12-06,100.349998,100.739998,99.500000,99.889999,99.889999,7203100,0.000000,0.000000
2024-12-09,108.699997,113.919998,107.330002,110.330002,110.330002,25071600,0.000000,0.000000
2024-12-10,105.500000,108.400002,104.169998,104.489998,104.489998,11497700,0.000000,0.000000
2024-12-11,101.489998,103.809998,99.199997,103.419998,103.419998,11632800,0.000000,0.000000
2024-12-12,103.570000,105.010002,103.099998,104.660004,104.660004,8529200,0.000000,0.000000
2024-12-13,101.160004,102.860001,100.230003,102.269997,102.269997,8380800,0.000000,0.000000
2024-12-16,100.769997,101.320000,99.599998,99.610001,99.610001,8277700,0.000000,0.000000
2024-12-17,100.070000,103.080002,99.900002,102.419998,102.419998,16351700,0.000000,0.000000
2024-12-18,101.209999,103.660004,100.800003,101.349998,101.349998,7215500,0.000000,0.000000
2024-12-19,101.680000,102.220001,100.129997,101.000000,101.000000,10898800,0.000000,0.000000
2024-12-20,98.449997,100.300003,97.360001,99.510002,99.510002,12128600,0.000000,0.000000
2024-12-23,99.510002,100.690002,99.019997,100.580002,100.580002,5095200,0.000000,0.000000
2024-12-24,100.690002,100.720001,99.459999,99.720001,99.720001,3014000,0.000000,0.000000
2024-12-26,99.620003,99.919998,98.599998,98.870003,98.870003,4163300,0.000000,0.000000
2024-12-27,98.019997,98.080002,96.449997,97.449997,97.449997,5822600,0.000000,0.000000
2024-12-30,96.800003,96.849998,94.250000,94.389999,94.389999,15368300,0.000000,0.000000
2024-12-31,95.129997,98.300003,94.730003,96.989998,96.989998,8455500,0.000000,0.000000
2025-01-02,95.589996,98.459999,95.500000,96.889999,96.889999,4898800,0.000000,0.000000
2025-01-03,97.989998,98.480003,95.919998,96.820000,96.820000,4668900,0.000000,0.000000
2025-01-06,101.410004,103.300003,98.440002,99.019997,99.019997,10435500,0.000000,0.000000
2025-01-07,99.129997,100.779999,98.629997,100.620003,100.620003,6759000,0.000000,0.000000
