date,open,high,low,close,adj_close,volume,dividends,stock_splits
2024-08-20,98.510002,98.900002,98.209999,98.510002,89.358170,889946,0.000000,0.000000
2024-08-21,98.339996,99.239998,98.190002,98.919998,89.730072,938344,0.000000,0.000000
2024-08-22,98.779999,99.519997,98.769997,99.010002,89.811722,762617,0.000000,0.000000
2024-08-23,99.599998,100.500000,99.360001,100.339996,91.018150,1696979,0.000000,0.000000
2024-08-26,100.059998,101.220001,99.989998,100.820000,91.453560,1107935,0.000000,0.000000
2024-08-27,100.959999,101.180000,100.599998,100.720001,91.362854,1037332,0.000000,0.000000
2024-08-28,100.739998,101.300003,100.540001,100.980003,91.598701,972625,0.000000,0.000000
2024-08-29,100.639999,101.639999,100.500000,101.440002,92.015968,1249535,0.000000,0.000000
2024-08-30,101.699997,102.180000,101.080002,101.199997,91.798256,1965387,0.000000,0.000000
2024-09-02,104.000000,105.699997,102.940002,104.860001,95.118240,2240356,0.000000,0.000000
2024-09-03,104.279999,105.160004,103.779999,104.019997,94.356270,1678628,0.000000,0.000000
2024-09-04,103.779999,105.660004,103.639999,105.559998,95.753197,2023127,0.000000,0.000000
2024-09-05,105.099998,106.139999,104.919998,104.919998,95.172661,1689634,0.000000,0.000000
2024-09-06,104.379997,105.739998,104.339996,104.540001,94.827965,2070863,0.000000,0.000000
2024-09-09,104.559998,106.080002,104.519997,105.760002,95.934624,1229822,0.000000,0.000000
2024-09-10,105.500000,105.860001,104.919998,105.580002,95.771347,1275397,0.000000,0.000000
2024-09-11,104.699997,105.599998,104.519997,104.559998,94.846107,1265634,0.000000,0.000000
2024-09-12,104.320000,104.519997,102.639999,102.800003,93.249619,1627664,0.000000,0.000000
2024-09-13,102.139999,103.400002,101.779999,103.400002,93.793877,1422308,0.000000,0.000000
2024-09-16,103.040001,103.760002,102.860001,103.320000,93.721306,1256021,0.000000,0.000000
2024-09-17,103.599998,104.199997,102.820000,102.900002,93.340324,1290466,0.000000,0.000000
2024-09-18,102.559998,103.320000,102.500000,102.959999,93.394753,1007359,0.000000,0.000000
2024-09-19,104.720001,104.739998,103.480003,104.120003,94.446991,1522185,0.000000,0.000000
2024-09-20,104.779999,104.980003,103.260002,103.540001,93.920868,4250311,0.000000,0.000000
2024-09-23,103.339996,104.040001,103.139999,103.139999,93.558029,1290064,0.000000,0.000000
2024-09-24,104.000000,104.180000,102.739998,103.680000,94.047859,1245842,0.000000,0.000000
