date,open,high,low,close,adj_close,volume,dividends,stock_splits
2024-08-20,872.000000,876.760010,871.169983,876.200012,866.669861,1104600,0.000000,0.000000
2024-08-21,880.739990,891.119995,877.219971,881.419983,871.833130,1465500,0.000000,0.000000
2024-08-22,882.299988,884.000000,873.179993,877.559998,868.014954,1440900,0.000000,0.000000
2024-08-23,882.489990,884.559998,871.669983,879.210022,869.647095,1305800,0.000000,0.000000
2024-08-26,883.169983,893.250000,881.440002,892.510010,882.802429,1737000,0.000000,0.000000
2024-08-27,892.690002,918.929993,887.070007,908.900024,899.014221,2098900,0.000000,0.000000
2024-08-28,910.960022,912.219971,881.659973,888.049988,878.390991,1668400,0.000000,0.000000
2024-08-29,891.000000,900.460022,885.169983,886.630005,876.986389,1709900,0.000000,0.000000
2024-08-30,890.500000,896.330017,883.099976,892.380005,882.673889,1933500,0.000000,0.000000
2024-09-03,896.679993,896.890015,874.440002,878.570007,869.014038,1784200,0.000000,0.000000
2024-09-04,877.450012,891.760010,876.590027,890.020020,880.339600,1425200,0.000000,0.000000
2024-09-05,888.630005,888.630005,868.700012,885.979980,876.343323,1998800,0.000000,0.000000
2024-09-06,891.260010,893.200012,871.000000,876.679993,867.144531,2074600,0.000000,0.000000
2024-09-09,884.739990,898.830017,881.700012,896.489990,886.739136,1954000,0.000000,0.000000
2024-09-10,892.599976,900.690002,887.520020,894.289978,884.563049,1360800,0.000000,0.000000
2024-09-11,895.000000,902.000000,877.869995,900.400024,890.606628,1796100,0.000000,0.000000
2024-09-12,900.419983,915.700012,896.510010,915.030029,905.077515,1867300,0.000000,0.000000
2024-09-13,913.630005,923.830017,909.359985,916.000000,906.036926,1327500,0.000000,0.000000
2024-09-16,922.000000,922.630005,905.349976,907.869995,897.995361,1661000,0.000000,0.000000
2024-09-17,908.429993,908.599976,895.450012,897.270020,887.510742,1387000,0.000000,0.000000
2024-09-18,899.940002,904.979980,890.950012,892.520020,882.812378,1338200,0.000000,0.000000
2024-09-19,904.260010,905.130005,895.500000,900.739990,890.942932,1747500,0.000000,0.000000
2024-09-20,901.570007,907.809998,895.700012,906.979980,897.115051,4658200,0.000000,0.000000
2024-09-23,906.979980,919.500000,900.780029,917.080017,907.105225,1697600,0.000000,0.000000
